# sink age [yr], mass [Msun], accretion rate [Msun/yr]
2.727569326293738050e+04,3.037067263834222208e-01,2.125954577084912187e-05
2.777625397295629227e+04,3.146456062396862374e-01,1.975425752475529206e-05
2.827574519584038353e+04,3.237810954398735452e-01,1.328182673378556708e-05
2.877698562395220506e+04,3.329272348227616529e-01,1.939391866707766698e-05
2.927764158002734257e+04,3.421079319488506965e-01,1.748362014759299518e-05
2.977619953276423985e+04,3.537275253817698251e-01,1.949428460107892336e-05
3.027646508146934502e+04,3.638477145668690405e-01,2.298026048765111629e-05
3.077575445817052605e+04,3.753254602878854929e-01,1.988786665280909555e-05
3.127589199713486960e+04,3.844090112703383855e-01,1.698390763774223697e-05
3.177600592424995921e+04,3.950801778653256213e-01,2.053353307921151200e-05
3.227610188665689930e+04,4.074501434750953943e-01,3.191735855997447635e-05
3.277622493590613885e+04,4.221545072544705679e-01,2.707123661136769111e-05
3.327582731214377418e+04,4.323822952305055312e-01,2.115984915653391224e-05
3.377680814944536542e+04,4.413897872398810374e-01,1.574388611692411483e-05
3.427598786604649649e+04,4.526241509952529385e-01,2.347224955115412293e-05
3.477591996510759054e+04,4.618461192861720854e-01,1.496642333096223632e-05
3.527576713608839054e+04,4.712974917567721578e-01,2.477694676595709050e-05
3.577617082538731484e+04,4.819020800743268884e-01,1.573554115059678377e-05
3.627607822952128481e+04,4.890697394360813410e-01,1.742711292160564057e-05
3.677600911250560603e+04,4.970636406757481529e-01,1.368207866352198071e-05
3.727582709279994015e+04,5.041705747930059767e-01,1.842641381744405948e-05
3.777606518924627744e+04,5.116811641807086364e-01,1.205360770728004793e-05
3.827598211915248976e+04,5.170671393943796490e-01,9.548793607600490618e-06
3.877597357252029906e+04,5.227847945323809142e-01,1.278959923391252002e-05
3.927623795019244426e+04,5.308068814230419985e-01,1.479407084066779871e-05
3.977613144765751349e+04,5.378770530206514744e-01,1.277207847702466204e-05
4.027617392465373996e+04,5.445628658847139203e-01,1.120102995137099017e-05
4.077573697528941557e+04,5.499673487781794323e-01,1.190466077240649040e-05
4.127571902922090521e+04,5.565066293858667024e-01,9.154588035261042311e-06
4.177581731746331934e+04,5.614741692777232007e-01,9.449808667426340403e-06
4.227589990049765038e+04,5.666532401341950465e-01,1.033032495438568343e-05
4.277569430962496699e+04,5.716801860695615023e-01,9.766470780895632198e-06
4.327594783109201671e+04,5.770726867139600591e-01,1.042931798350254374e-05
4.377602480453622411e+04,5.825627354489875120e-01,1.277187834221489571e-05
4.427573580685886554e+04,5.895602324763981050e-01,1.113426092152688951e-05
4.477571093791451131e+04,5.945015176523064104e-01,6.227661147038300593e-06
4.527570667188701191e+04,5.975022630068479446e-01,6.557238872039253264e-06
4.577576637715208926e+04,6.029408788047817547e-01,1.177364488430966000e-05
4.627574983970140602e+04,6.095693253464219419e-01,1.052048890938690751e-05
4.677580987650842872e+04,6.152353103905615628e-01,6.698174391668067218e-06
4.727581204437859560e+04,6.194590091954235156e-01,9.647393734938530807e-06
4.777586801259947970e+04,6.245799444045018189e-01,1.310083229496671747e-05
4.827577018041929841e+04,6.309368062214719686e-01,1.151021164914282219e-05
4.877597373036576028e+04,6.365500716133636327e-01,8.828322347587645724e-06
4.927569958126315760e+04,6.406014340918563255e-01,7.061109485212609116e-06
4.977576755464406597e+04,6.441955285437133139e-01,6.939434780212777598e-06
5.027581181127612945e+04,6.479064255406793427e-01,7.493528899581158864e-06
5.077583465402904403e+04,6.524502096254474193e-01,1.007467456561137592e-05
5.127578969001557562e+04,6.572802195195792674e-01,1.050211947699070808e-05
5.177592639161179977e+04,6.614074929223329180e-01,8.392780917044866118e-06
5.227660520607037324e+04,6.649222919924523412e-01,7.747905005689101343e-06
5.277601339306646696e+04,6.690100174963070634e-01,9.290305751474825513e-06
5.327622169949179079e+04,6.739478174693068757e-01,9.010102957344306995e-06
5.377619034014719364e+04,6.794235911032030506e-01,1.036555882829182790e-05
5.427634598589874804e+04,6.847729029163794889e-01,1.285144332382939097e-05
5.477571776306912216e+04,6.901031677365034867e-01,7.324661463971662845e-06
5.527572945335351687e+04,6.950512143626930150e-01,1.278580762295242201e-05
5.577595318547019269e+04,7.015920317448532950e-01,1.696970985040451019e-05
5.627574156592528743e+04,7.125899067218579575e-01,1.934868726193635785e-05
5.677576193791223341e+04,7.205694597840697213e-01,1.263683669213127442e-05
5.727583283829656284e+04,7.254372393143857511e-01,1.070428716008677700e-05
5.777597614672857890e+04,7.311761260406415275e-01,1.289445366440319235e-05
5.827577145722908608e+04,7.371514273198155331e-01,1.336068537980631549e-05
5.877621528570245573e+04,7.420001703067210519e-01,9.437681569694940376e-06
5.927585304258516408e+04,7.458623892563361890e-01,6.955554116766689277e-06
5.977633587125562917e+04,7.500219659925765336e-01,1.100943544608563168e-05
6.027572598075070709e+04,7.547867802887908706e-01,9.585120037849774455e-06
6.077572034401338897e+04,7.586787118443123479e-01,8.978922937443248320e-06
6.127579944839752716e+04,7.625741695362822092e-01,7.478136266833752821e-06
6.177576489647146082e+04,7.662522721932284453e-01,7.351280358350309463e-06
6.227583428897849808e+04,7.694522116479558527e-01,5.848314384785703590e-06
6.277589382780437154e+04,7.729771868059647222e-01,8.361863192989441029e-06
6.327585554090393271e+04,7.767029902490996118e-01,6.672980926050557648e-06
6.377577850179342204e+04,7.795523974885767426e-01,6.549154737712885310e-06
6.427585260929134529e+04,7.826427744182029578e-01,6.053404292818628796e-06
6.477614460849841271e+04,7.863250751113831649e-01,6.842244011750001076e-06
6.527603947854529542e+04,7.896454308778370068e-01,7.417331225806345074e-06
6.577574565024240292e+04,7.929079246118625468e-01,4.801657740704373678e-06
6.627603054381714901e+04,7.951919196195935680e-01,4.305887910531144835e-06
6.677584428728652711e+04,7.974647523582103492e-01,5.402581252013372026e-06
6.727584918803170149e+04,8.000460671545197577e-01,5.480064774174286946e-06
6.777610081817492028e+04,8.022064800172813426e-01,4.270305308133603983e-06
6.827622238145602751e+04,8.048080881491096461e-01,5.304638699606470387e-06
6.877581198125003721e+04,8.072989088879558572e-01,4.573059407929000453e-06
6.927582911773459637e+04,8.098326302809484289e-01,5.615804484600944724e-06
6.977577974483613798e+04,8.130895013365249113e-01,7.262978812261344785e-06
7.027576115968682279e+04,8.161451601437916814e-01,6.173228628903945636e-06
7.077607703510536521e+04,8.200025790085677668e-01,5.916126725454690094e-06
7.127635752130043693e+04,8.224644472297540920e-01,3.163407110411825540e-06
7.177577032927244727e+04,8.246867266440358613e-01,4.804913959804285595e-06
7.227571483593512676e+04,8.276300018385267521e-01,6.693315824715662110e-06
7.277602541390035185e+04,8.308055613427586250e-01,5.060743088669897305e-06
7.327597542788788269e+04,8.346683345821795941e-01,6.077482572718062581e-06
7.377589311846326746e+04,8.377992061666927892e-01,6.724591601706478294e-06
7.427625635681759741e+04,8.406370602123246494e-01,4.794821558297759911e-06
7.477581722252928012e+04,8.428301792916114143e-01,3.717326997634134989e-06
7.527595379121827136e+04,8.449832412002956650e-01,4.427904831910342565e-06
7.577607349132793024e+04,8.471881252983978206e-01,3.266783810426318602e-06
7.627592506579482870e+04,8.494474805253380278e-01,4.380878077157868145e-06
7.677646423542014963e+04,8.511787637467296275e-01,3.134721945699525669e-06
7.727600152943891590e+04,8.527953565551101844e-01,2.835634187037597287e-06
7.777574475942665595e+04,8.543267108673683330e-01,3.606660053100466112e-06
7.827579582191038935e+04,8.560953639175924446e-01,3.137537797927997252e-06
7.877590960528187861e+04,8.579027656963064130e-01,3.486083198861456012e-06
7.927595311580103589e+04,8.599720262834366080e-01,4.378903640927037100e-06
7.977589505585419829e+04,8.622989301155438158e-01,5.025431369034757956e-06
8.027588633777473297e+04,8.649774865752575259e-01,4.875388490276078013e-06
8.077569503322041419e+04,8.678544742635603271e-01,6.344719264275017201e-06
8.127570629666451714e+04,8.699821518885508809e-01,4.024790358428051440e-06
8.177580226419534301e+04,8.720747578151005763e-01,3.651152106359106808e-06
8.227600378572285990e+04,8.738879805497471454e-01,4.990317488538786872e-06
8.277594172017692472e+04,8.762988287116518782e-01,5.676593872341526015e-06
8.327580860253423452e+04,8.787887776754534919e-01,5.286216265670481973e-06
8.377579054780765728e+04,8.812763742918462428e-01,6.121864957285907960e-06
8.427576898863297538e+04,8.848442501730210408e-01,6.460379322203654850e-06
8.477578847529867198e+04,8.878845685749984229e-01,4.999134617642009282e-06
8.527572100514186604e+04,8.906563198322412500e-01,6.086853760647881195e-06
8.577580091642586922e+04,8.936006862643414150e-01,3.996243639819291316e-06
8.627572686406841967e+04,8.953656765832453956e-01,4.993760603987790203e-06
8.677585639144857123e+04,8.983795100410187917e-01,7.026095280349836658e-06
8.727580275328810967e+04,9.005564318431356075e-01,3.472500638652953331e-06
8.777572636200564739e+04,9.032146446149094121e-01,6.221935502955314168e-06
8.827587363418693712e+04,9.060725713962637373e-01,4.803121084783965045e-06
8.877574517016920436e+04,9.079963909358274021e-01,4.789284772105037447e-06
8.927578291134613391e+04,9.103644234556318438e-01,3.386538304339659078e-06
8.977589369304645516e+04,9.126654230190203165e-01,7.008696060050931265e-06
9.027587722952049808e+04,9.165975759144637802e-01,5.641074705908799558e-06
9.077591390150999359e+04,9.193935863453327473e-01,5.820139553944919664e-06
9.127578515776807035e+04,9.223037296145740749e-01,5.152376854292151087e-06
9.177577897902864788e+04,9.250465616792727941e-01,5.503377580783064271e-06
9.227612992723497155e+04,9.282176041581338133e-01,5.751523145924170022e-06
9.277582493042129499e+04,9.304626419678790894e-01,5.670650922249415027e-06
9.327586167789390311e+04,9.327933529427933079e-01,5.196685259129668610e-06
9.377570564336774987e+04,9.349464514595805520e-01,3.365376122386673496e-06
9.427583814222582441e+04,9.364718899616040204e-01,3.324156038295861260e-06
9.477575339915681980e+04,9.391525576140535847e-01,5.100473013179909754e-06
9.527576488404702104e+04,9.414569803464438724e-01,3.271439434716916228e-06
9.577580235078284750e+04,9.434979087024581990e-01,3.442883533851318067e-06
9.627593781021973700e+04,9.456771411559680152e-01,5.353185328856036040e-06
9.677598480199926416e+04,9.481971898818887245e-01,4.098770194804757239e-06
9.727579003906351863e+04,9.506570069946390644e-01,4.019827556347305153e-06
9.777573418098036200e+04,9.534866706710068973e-01,7.397282820361880673e-06
9.827575543706789904e+04,9.564920887574102082e-01,4.773402515942035129e-06
9.877581784634637006e+04,9.584080587103702698e-01,3.755758474943693415e-06
9.927572945442466880e+04,9.606122904864921042e-01,4.763526630443756793e-06
9.977569280233088648e+04,9.631888118974066826e-01,4.560389103158354884e-06
1.002758009734827647e+05,9.657702607063090028e-01,5.919952952248425104e-06
1.007758001293037523e+05,9.682137612604053700e-01,4.510114615845564612e-06
1.012757369914873707e+05,9.710052637337581727e-01,4.924369715494231192e-06
1.017757382834300661e+05,9.730127871385735316e-01,4.147832053014513520e-06
1.022758448617167742e+05,9.756621496127489968e-01,3.783398591630446339e-06
1.027758392979488854e+05,9.774734777915754513e-01,3.560163291614279468e-06
1.032757866380438936e+05,9.792181388935385922e-01,3.673495657222775046e-06
1.037758426501072390e+05,9.809023691797794653e-01,3.283152886411622173e-06
1.042757147236046003e+05,9.823332086366679539e-01,2.606329078334509997e-06
1.047757459908239980e+05,9.838229180193517331e-01,3.494263356091861783e-06
1.052759341999560129e+05,9.852495419003839405e-01,2.226631243159443718e-06
1.057760212372568785e+05,9.863422027137630499e-01,2.052883337436833822e-06
1.062757929691506142e+05,9.874802648348608436e-01,1.739149363532560555e-06
1.067760406960661494e+05,9.884115762136133077e-01,1.977110256557584878e-06
1.072758711927793483e+05,9.892046162069020321e-01,1.323474495986895483e-06
1.077759657231346791e+05,9.899186434545566016e-01,1.164944721569749486e-06
1.082759096894260147e+05,9.908475311472824121e-01,2.133701437558727099e-06
1.087256342399977584e+05,9.920375111485931763e-01,2.959823297610936210e-06
1.089757041917207680e+05,9.926237063511760272e-01,1.857003594996770035e-06
1.092256027028758108e+05,9.933253602260736503e-01,4.127402826126225222e-06
1.094756688880127185e+05,9.942534267537427306e-01,3.551351122482726552e-06
1.097259206222971989e+05,9.950800951153220275e-01,2.524001477502424429e-06
1.099756368171389622e+05,9.957761296853249178e-01,3.607588755286800231e-06
1.102256807030561613e+05,9.965380262978670300e-01,3.904602785733540804e-06
1.104756958851180534e+05,9.974327021846230990e-01,3.523595093889164698e-06
1.107258020330174622e+05,9.983927272720868329e-01,3.624818287431552655e-06
1.109756164149540564e+05,9.992364831863448371e-01,3.109201998724442362e-06
1.112255942286534846e+05,1.000142348293891814e+00,4.315167858058577277e-06
1.114757208511170757e+05,1.001128159727582512e+00,4.812802899208795671e-06
1.117256136588310765e+05,1.001880482862775201e+00,2.189723926040304525e-06
1.119757049915284733e+05,1.002588429968964912e+00,3.906121655232464018e-06
1.122256696453618497e+05,1.003522877532694757e+00,3.712843694488737745e-06
1.124757090745808382e+05,1.004537969596356994e+00,3.708598002326313203e-06
1.127257336039814691e+05,1.005455960958486328e+00,3.161366383681862846e-06
1.129758941643227590e+05,1.006454582328814462e+00,4.529121471728153603e-06
1.132260850108376326e+05,1.007579475446739758e+00,3.478307076702075173e-06
1.134759023769026098e+05,1.008530847125712615e+00,3.818514369292869137e-06
1.137263386096694448e+05,1.009377454507898619e+00,2.589479959851037488e-06
