# sink age [yr], mass [Msun], accretion rate [Msun/yr]
3.406979593510135601e+04,4.246592082080932196e-01,8.377917225466536416e-06
3.506931485188352235e+04,4.342187882543593336e-01,1.125628072087608497e-05
3.606988061299147375e+04,4.446912298062500879e-01,9.372810171972157517e-06
3.706932973713774118e+04,4.548862672896858417e-01,1.084030238139880795e-05
3.806984318638644618e+04,4.653859994464750183e-01,9.623051704022844016e-06
3.906860554961118032e+04,4.756663259501328622e-01,1.088964061659323038e-05
4.006994343013155594e+04,4.863180720575240867e-01,1.142063265456702212e-05
4.106906752643222717e+04,4.962586279751184937e-01,9.773753804317390076e-06
4.206936905743446550e+04,5.060846517040780146e-01,1.041262128270974835e-05
4.306987865106124082e+04,5.161849542469731933e-01,8.781940780844092742e-06
4.406914966623518558e+04,5.260860976102064157e-01,1.664122558296243087e-05
4.507026476090313372e+04,5.393285656337404310e-01,1.062050276340971086e-05
4.606988008282359806e+04,5.490683192281312630e-01,9.353478411035752449e-06
4.706859416480931395e+04,5.599762506744891954e-01,1.246287919448021628e-05
4.806979021713565453e+04,5.725255304581950977e-01,1.202117250180762334e-05
4.906875249152657489e+04,5.832595743720333514e-01,1.223564321237201671e-05
5.006939901737552282e+04,5.938566090179627777e-01,1.039688879742083419e-05
5.106926839462897624e+04,6.033979399749606065e-01,8.939699113500940153e-06
5.206852669317647815e+04,6.138141193805659590e-01,9.378643980932806212e-06
5.306931577690412087e+04,6.243361494580003113e-01,9.974211117863042431e-06
5.406934791139222943e+04,6.324393770872674958e-01,9.481565029683617501e-06
5.506854561482460122e+04,6.403243092211260423e-01,7.259273225700222515e-06
5.606859108846625895e+04,6.480252536369331962e-01,9.594742682039487242e-06
5.706890513508162985e+04,6.578344868023127123e-01,7.348820377289875388e-06
5.806904515952422662e+04,6.668842960698563305e-01,8.300191898910538185e-06
5.906868205466584914e+04,6.745764937408803563e-01,8.269522382264166138e-06
6.006876314312152681e+04,6.807807312431637392e-01,6.051225801012843214e-06
6.106956341239130415e+04,6.870702991017607619e-01,5.998915916779600649e-06
6.206916778415925364e+04,6.931641701376689557e-01,6.799178654350469114e-06
6.306869755111076665e+04,6.998912925654301453e-01,7.163105430897653836e-06
6.406855000329677569e+04,7.049889539278739736e-01,6.743382690736331869e-06
6.506869652611492347e+04,7.111557580917008403e-01,5.231869945901412855e-06
6.606865349780494580e+04,7.167292599236290140e-01,5.253947800190963968e-06
6.706891639702755492e+04,7.218615697055947855e-01,6.603095602569688388e-06
6.806897881585102004e+04,7.290591316603584060e-01,6.762421778934261940e-06
6.906864816993185377e+04,7.351043902209017933e-01,5.578145943519428884e-06
7.006991233532344631e+04,7.407816029182956452e-01,6.391687546328152919e-06
7.106931838710170996e+04,7.463266678087554507e-01,6.063195420025375981e-06
7.206946251171320910e+04,7.524589510060101238e-01,6.287334268414383059e-06
7.306869280080188764e+04,7.582900826903042901e-01,5.858421584683908001e-06
7.406877845900917600e+04,7.635814715876231284e-01,4.993592674400020026e-06
7.506884791037008108e+04,7.688824785856722688e-01,5.467066069659611005e-06
7.606943379125466163e+04,7.740075090216789189e-01,5.305726873318199199e-06
7.706869558876934752e+04,7.793389730162182394e-01,5.028496629871145179e-06
7.806857432169868844e+04,7.844049977252159911e-01,5.632530850893831265e-06
7.906867927158281964e+04,7.899911678572566487e-01,5.616358513473203307e-06
8.006895116049553326e+04,7.953581979021130399e-01,4.482748650586933226e-06
8.106899669355872902e+04,8.000029276431295244e-01,6.535328872962070657e-06
8.206865956905511848e+04,8.056457267743772910e-01,6.587508858067400719e-06
8.306855342020452372e+04,8.123938732725843881e-01,7.713860569241205722e-06
8.406935575898077514e+04,8.186009112731582604e-01,5.517075943065226362e-06
8.506901121428115584e+04,8.243949030794933686e-01,5.106582299432144145e-06
8.606982537373369269e+04,8.303573633848241320e-01,6.056977200650202897e-06
8.706890263535978738e+04,8.359461592910845118e-01,5.601755103007075021e-06
8.806879792822476884e+04,8.426465421788127408e-01,5.672857785673189601e-06
8.906849875705491286e+04,8.488448410613468331e-01,6.181238569802002814e-06
9.006878836112070712e+04,8.549659623271638198e-01,5.365557246344784814e-06
9.106881216783019772e+04,8.601994786953641725e-01,3.932959409476237400e-06
9.206904966035047255e+04,8.664298787945566849e-01,7.509301617210500053e-06
