# sink age [yr], mass [Msun], accretion rate [Msun/yr]
6.666145783281172044e+04,4.400064851634687413e-01,1.022380533941859293e-06
6.766161655281954154e+04,4.409816808217782436e-01,1.159406597405626682e-06
6.866168297611792514e+04,4.423380215582795039e-01,1.590391491094848841e-06
6.966144011767333723e+04,4.439068552507608456e-01,1.377120533544405612e-06
7.066194402714355965e+04,4.452636929973194380e-01,1.135993495339146508e-06
7.166178943369777699e+04,4.465348619953897202e-01,1.537999205224009625e-06
7.266156639746853034e+04,4.479278658376090738e-01,1.366537338181369327e-06
7.366160414264680003e+04,4.495279410452576729e-01,1.897563535237841575e-06
7.466144674879405648e+04,4.513500424454772175e-01,1.688641743213814550e-06
7.566157559793745168e+04,4.527630312014878089e-01,1.211958725009631282e-06
7.666148608296651219e+04,4.541850245266819686e-01,1.638092400346041755e-06
7.766133601145911962e+04,4.555278040564850750e-01,1.232466879742214610e-06
7.866141473489275086e+04,4.569987394748644127e-01,2.026118337298318112e-06
7.966143711707240436e+04,4.588665022384368908e-01,2.047244320635150522e-06
8.066168693508677825e+04,4.611001686075406059e-01,2.397978762042236867e-06
8.166134141751610150e+04,4.631678819564367666e-01,2.286098046943175338e-06
8.266147873567767965e+04,4.661557292335841707e-01,4.430602158817745911e-06
8.366131014685041737e+04,4.696559324046570838e-01,3.615148260989204526e-06
8.466196708883471729e+04,4.736314252717972462e-01,5.349782870128511753e-06
8.566137225358375872e+04,4.802757136025633811e-01,6.052269434027052891e-06
8.666163101424697379e+04,4.851592880652056960e-01,4.612560654856934228e-06
8.766185507099339156e+04,4.897603072587954909e-01,4.847630982220997586e-06
8.866148000214452622e+04,4.943026711965096132e-01,4.011146158359232133e-06
8.966236508248971950e+04,4.982251598553646965e-01,3.896712664846601476e-06
9.066271515137358801e+04,5.023333485998463521e-01,4.087963385481473144e-06
9.166271793745917967e+04,5.055455939697980350e-01,2.076149878205493793e-06
9.266155887418532802e+04,5.080201611815318152e-01,2.572788625395620171e-06
9.366137672414566623e+04,5.107305206306050893e-01,2.951261779516201750e-06
9.466199781071077450e+04,5.133766178481106168e-01,2.211580494997783530e-06
9.566259916437137872e+04,5.155263256325159915e-01,2.632184584118631154e-06
9.666185809117293684e+04,5.187840419658381608e-01,2.701352127949547405e-06
9.766199919656569546e+04,5.218074676944053358e-01,3.074605469576430911e-06
9.866222663888333773e+04,5.246198124082092074e-01,2.756278684640060817e-06
9.966156585504866962e+04,5.276572741904945740e-01,2.907771339892908924e-06
1.006620108890198026e+05,5.306727686769774355e-01,3.866175017856916807e-06
1.016614508393975120e+05,5.347219893583928796e-01,4.754527419402031913e-06
1.026615676370778092e+05,5.397725562733023397e-01,4.455882052345223193e-06
1.036617323409504606e+05,5.448195692157731251e-01,5.323863628734718662e-06
1.046624139911830134e+05,5.497836412652303828e-01,6.397235335726600414e-06
1.056614457850135077e+05,5.548029041341501211e-01,5.153116469550078627e-06
1.066616894202581461e+05,5.590934295972989077e-01,3.716416582411757874e-06
1.076620337169821432e+05,5.627738261160831756e-01,3.292004652120927854e-06
1.086618920084402198e+05,5.665902983949842042e-01,3.718415338275701809e-06
1.096622866581676644e+05,5.702224081834038616e-01,3.712692403236642069e-06
1.106624006472099863e+05,5.736502226857140840e-01,3.456316368476760464e-06
1.116621956115849898e+05,5.767365319915918054e-01,3.243568036357530326e-06
1.126622900572869985e+05,5.801464904471019812e-01,3.636712820658406092e-06
1.136615688629850047e+05,5.835667027953137520e-01,3.628391711998218971e-06
1.146617522155263578e+05,5.868869110575803960e-01,3.235003044103033909e-06
1.156613821079812187e+05,5.899813938627831433e-01,3.689695389122526400e-06
