# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
6.554879874781138938e+01,6.114865713552857329e+01,4.695579809161069562e+01,4.723415510296202768e+01
6.654861122285717556e+01,5.478069295341129674e+01,5.043784040062330831e+01,4.900326857759110766e+01
6.754894789648054143e+01,5.462210690556496928e+01,4.863815623909080443e+01,4.806590153648419061e+01
6.854871182213767611e+01,5.829214275508919485e+01,4.783195320898190772e+01,4.780195642847825610e+01
6.954873695432500824e+01,5.369287567595548438e+01,4.912860257315752222e+01,4.942825248710605734e+01
7.054875347425715404e+01,5.086726827756906033e+01,4.838936077147685921e+01,4.873209570472367602e+01
7.154934053520177883e+01,5.814580096191514258e+01,5.051164306858535724e+01,4.839969329506168094e+01
7.254938803443990025e+01,6.027371789208599040e+01,5.256204405431568460e+01,5.167325998891403316e+01
7.354865839313502818e+01,6.031591986845494802e+01,5.378877697329996721e+01,5.526921036740149162e+01
7.454868230778852478e+01,5.813695491217882960e+01,5.305205160784748841e+01,5.447204133923007419e+01
7.554960892423082441e+01,5.931438211185083276e+01,5.184404577335654807e+01,5.527727141569028646e+01
7.654884072963044161e+01,6.925447571279948988e+01,5.482917765782799790e+01,5.631758587944118943e+01
7.754917730207893101e+01,7.382752497266376679e+01,5.422176463741510588e+01,5.539848864307017351e+01
7.854922866021016148e+01,7.094841244980219130e+01,5.604711463472509791e+01,5.643803662929543918e+01
7.954934112922165923e+01,7.742735085677684026e+01,5.363499981803194316e+01,5.406123658312755254e+01
8.054986251476442760e+01,7.854150340008193609e+01,5.473117117291507583e+01,5.581267263844542725e+01
8.154862886089266283e+01,8.276646463842376988e+01,5.342700250807808260e+01,5.453436228058316004e+01
8.254902533108293028e+01,6.831209712671187617e+01,5.578959975203385113e+01,5.388165614064027409e+01
8.354935680230046557e+01,7.585424933072158638e+01,5.550878534038508860e+01,5.558471080609629666e+01
8.455010891023094644e+01,8.531064654528920244e+01,5.732295248994602588e+01,5.396353258917991980e+01
8.554886222582523203e+01,7.132663663094825779e+01,6.139948470541950343e+01,5.340446064644655877e+01
8.654987843702370753e+01,7.199802164307635621e+01,6.481270692833861347e+01,5.255439109198559322e+01
8.754955624162465710e+01,6.816883293117720655e+01,6.090329346074960881e+01,5.838455284604588513e+01
8.854881362207640905e+01,7.392073129989294955e+01,5.978778550291372085e+01,6.092631680586849541e+01
8.954865256739113022e+01,7.952977005515478481e+01,6.240943277623361496e+01,6.529244512406422984e+01
9.054859373912472620e+01,7.757316414743824851e+01,6.345667291814031330e+01,6.845523925251967512e+01
9.154861165642823551e+01,7.471436791218893347e+01,6.302819209227382657e+01,7.077392728394194421e+01
9.254880967219696686e+01,7.307866398249868212e+01,5.989977861055875508e+01,6.988262622931365797e+01
9.354887766231173885e+01,6.600154813579345614e+01,6.066987358569672750e+01,6.814741727606077859e+01
9.454866206889688840e+01,7.409272742257235222e+01,5.823027060775616803e+01,5.406019336415423027e+01
9.554866695087063988e+01,7.377991423269340032e+01,6.273273542449872053e+01,5.277372386681172145e+01
9.654858892251553470e+01,8.158737074703218184e+01,6.829398547702399469e+01,5.400227935504669574e+01
9.754894547664200388e+01,9.542205285405078996e+01,7.201293900388381530e+01,5.397014919490666074e+01
9.854877020898410933e+01,7.716528832309519714e+01,5.569843369137409894e+01,5.290268266379268880e+01
9.954888803887017446e+01,6.941720625402975031e+01,5.963701233352684028e+01,5.191319218399813451e+01
1.005488540083268987e+02,8.185768291478544256e+01,6.057221490353197879e+01,5.433721159169795101e+01
1.015494894305482205e+02,7.162616330696609168e+01,6.051579565092625757e+01,5.384239645682188780e+01
1.025485583774997025e+02,6.380737916886879901e+01,5.876994239601641823e+01,5.521901787498561021e+01
1.035490825711207634e+02,7.548115238127503801e+01,6.085828883409040913e+01,5.393072966939310220e+01
1.045485448868798954e+02,9.260229253734588895e+01,5.967051020212188917e+01,5.461580362362942509e+01
1.055488929540449590e+02,7.387614988547153416e+01,5.717842702431079971e+01,5.551563568686885475e+01
1.065485289240032927e+02,7.379470042312502187e+01,5.638748315908820530e+01,5.408608843243075626e+01
1.075485355089669923e+02,6.662499487557602151e+01,5.660239747243911523e+01,5.347896689269416726e+01
1.085485906495191273e+02,5.665322005453046472e+01,5.613012285873411855e+01,5.064081995226787569e+01
1.095490025799459062e+02,6.346992880706345375e+01,5.709818634055976361e+01,5.549772852517129706e+01
1.105485366578738962e+02,7.190092435783441260e+01,5.996590267844735678e+01,5.520228089083566658e+01
1.115487730149437056e+02,6.198906592399467996e+01,5.714918252500532958e+01,5.275955676848601428e+01
