# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
6.277589382780437433e+01,5.294839659846237367e+01,5.394964570888886612e+01,6.019690122578239766e+01
6.327585554090393316e+01,4.981522681659869534e+01,5.439826305398599970e+01,5.788855149765183228e+01
6.377577850179342533e+01,5.638009683706764719e+01,5.380373370590367443e+01,5.550334703034231865e+01
6.427585260929134847e+01,5.757375433863289516e+01,5.484375094864757472e+01,5.206412155855122137e+01
6.477614460849841294e+01,6.900785929207822278e+01,5.586585138321225941e+01,5.214617162487814284e+01
6.527603947854530020e+01,6.673602129321076859e+01,5.594425763941853802e+01,5.366521707119827056e+01
6.577574565024239917e+01,5.869595995041876080e+01,5.223289519758103694e+01,5.346617440598291893e+01
6.627603054381715708e+01,5.900910023383904957e+01,5.173606159052734199e+01,5.454378565980734805e+01
6.677584428728653165e+01,5.911902386032868861e+01,5.188071508595911041e+01,5.246542217670621255e+01
6.727584918803169955e+01,5.708397275457649300e+01,5.273427554486499957e+01,5.187506214951162065e+01
6.777610081817492471e+01,6.272196532102064737e+01,5.424521739413320631e+01,4.990543508667952466e+01
6.827622238145602296e+01,5.290978062030902862e+01,5.310743202693370080e+01,5.241279405876761643e+01
6.877581198125004391e+01,5.539862812743068332e+01,5.454335017693857424e+01,5.209987319993436472e+01
6.927582911773460239e+01,6.396436889404899517e+01,5.387921874424373669e+01,5.296345092958369349e+01
6.977577974483614298e+01,5.942006949685153216e+01,5.383879037523462330e+01,4.863925399920623249e+01
7.027576115968682302e+01,5.744202311910823511e+01,5.410672037478060048e+01,4.569608060384837955e+01
7.077607703510537362e+01,5.743544860055327916e+01,5.744949598564151927e+01,4.556114644834052285e+01
7.127635752130044011e+01,6.725629556276921051e+01,5.692020855923662026e+01,4.605863017642510471e+01
7.177577032927244716e+01,8.116315464684458902e+01,5.526223306654003409e+01,4.983001653881699866e+01
7.227571483593513335e+01,1.002448625221957172e+02,5.950674416104303077e+01,5.021549890713859554e+01
7.277602541390035640e+01,8.839884768144391103e+01,5.810847305556291076e+01,5.053550035747311142e+01
7.327597542788788587e+01,9.021433213237898485e+01,5.954277648285743396e+01,5.066858711298842621e+01
7.377589311846327291e+01,9.713106215047689318e+01,5.606369321480740098e+01,5.270378285375334571e+01
7.427625635681759775e+01,1.017614921769666552e+02,5.745012846486281433e+01,4.887628151503196250e+01
7.477581722252928387e+01,9.270859340108063407e+01,5.637823235670640543e+01,4.972220856688117152e+01
7.527595379121827079e+01,1.014651504976302476e+02,5.929681647038722048e+01,5.316140178442208253e+01
7.577607349132793502e+01,8.422193533182796443e+01,5.211140649396734403e+01,5.188007165432986767e+01
7.627592506579483711e+01,8.348863458798224713e+01,5.586428399905940978e+01,5.160292475187231531e+01
7.677646423542014986e+01,7.270289509214104839e+01,5.496202736720247373e+01,5.157203684765856622e+01
7.727600152943891487e+01,8.375562496027875170e+01,5.549634888828818191e+01,5.402229045722643264e+01
7.777574475942665799e+01,8.626168063336713487e+01,5.481306750772372283e+01,5.397299783791928007e+01
7.827579582191039265e+01,9.390197753343866793e+01,5.341948648306446756e+01,5.481959331222743259e+01
7.877590960528188191e+01,8.543254705748951494e+01,5.289732904651420853e+01,5.718981874545986699e+01
7.927595311580104465e+01,8.135373801996783527e+01,5.267559140297134235e+01,5.732907782544457120e+01
7.977589505585420682e+01,8.382469484556013128e+01,5.517953720555238561e+01,5.809840297940734644e+01
8.027588633777473603e+01,8.734919778318069916e+01,5.765536458392255525e+01,5.847900424046704870e+01
8.077569503322041555e+01,8.744332350333614556e+01,5.741347144936281666e+01,5.830054234345354303e+01
8.127570629666452362e+01,9.149315350546103787e+01,5.652401991208569854e+01,5.620105368530740719e+01
8.177580226419534881e+01,9.423818928955769536e+01,5.786974411004563734e+01,5.573923062197471268e+01
8.227600378572286388e+01,8.905138022794123742e+01,5.637078661942999247e+01,5.421619297651399449e+01
8.277594172017693097e+01,8.165008293196088118e+01,5.640953810759294385e+01,5.358070930689748934e+01
8.327580860253424078e+01,9.552896671268412376e+01,5.629994662259255733e+01,5.399656717463680877e+01
8.377579054780765944e+01,8.424423463984425098e+01,5.714982577880655157e+01,5.337730909821882364e+01
8.427576898863297572e+01,6.766333082135848542e+01,5.732983589453585438e+01,5.280537591594578828e+01
8.477578847529866835e+01,6.934822930997407298e+01,5.418675614147512221e+01,5.025303071231360263e+01
8.527572100514186104e+01,1.016309284013958916e+02,5.674169052006118363e+01,5.460732225393403638e+01
8.577580091642586524e+01,7.874943274414260941e+01,5.500790960368777860e+01,5.522274097166800999e+01
8.627572686406841740e+01,8.341982477835624366e+01,5.611638745650631677e+01,5.624915199386457942e+01
8.677585639144857055e+01,8.271162541662766898e+01,5.433994566699455220e+01,5.443146289934063020e+01
8.727580275328810444e+01,7.570214801355670886e+01,5.303974763956271943e+01,5.340525518242054659e+01
8.777572636200565626e+01,8.054109583258475880e+01,5.222533723311602927e+01,5.331727957232691040e+01
8.827587363418693656e+01,1.022172628662111293e+02,5.404587210132289954e+01,5.709198588486931669e+01
8.877574517016920197e+01,1.049558136397823631e+02,5.546536330305765006e+01,5.480151644763703445e+01
8.927578291134614119e+01,1.035626838744614133e+02,5.515618590012771705e+01,5.520506993903070025e+01
8.977589369304645572e+01,8.648390244267498872e+01,5.617621432869654541e+01,5.810918131744124793e+01
9.027587722952050342e+01,7.029803201856080364e+01,5.220954280908119927e+01,5.728884559791389819e+01
9.077591390150999473e+01,6.358304280214785820e+01,5.274242538599200003e+01,5.862382720892117760e+01
9.127578515776806967e+01,6.404943460555062984e+01,5.106245650947168002e+01,5.335428330275192366e+01
9.177577897902864379e+01,6.281956590340945468e+01,5.233884218178717873e+01,5.741894607890770175e+01
9.227612992723497598e+01,6.613943699873233584e+01,5.187237195071756446e+01,6.186478508970608203e+01
9.277582493042129386e+01,6.289134884671793202e+01,5.126734330422377894e+01,6.069434964283145462e+01
9.327586167789390004e+01,7.980011876475747101e+01,5.109694294684346971e+01,6.382115407367368931e+01
9.377570564336775760e+01,9.577995740953248571e+01,5.074314022632074739e+01,6.008669934150819358e+01
9.427583814222582248e+01,9.951258059836347059e+01,5.029401313108524363e+01,6.100100879059347392e+01
9.477575339915682662e+01,1.041005354528209210e+02,5.300161412929293903e+01,6.251980597626109670e+01
9.527576488404702104e+01,1.013044565237149328e+02,5.250598282360500946e+01,5.491504825299461601e+01
9.577580235078285398e+01,1.048134801174957289e+02,5.183856028007991767e+01,5.580226139311374567e+01
9.627593781021974451e+01,1.094383745624082991e+02,5.341706089966696425e+01,5.531114905948716398e+01
9.677598480199927167e+01,1.260544244628747634e+02,5.434592026031410938e+01,5.332321726475154122e+01
9.727579003906352284e+01,1.101631661246720455e+02,5.674384924432940380e+01,5.364073960485963966e+01
9.777573418098036484e+01,1.277509466659822834e+02,5.869764190571014950e+01,5.417511008185174148e+01
9.827575543706790029e+01,1.278829572581167326e+02,6.077928460482302597e+01,5.385091400690241414e+01
9.877581784634637074e+01,1.248965526712472212e+02,5.817636401724289641e+01,5.828881850699826117e+01
9.927572945442467756e+01,1.185231499534710622e+02,5.907467141529875221e+01,6.147541093026703862e+01
9.977569280233089444e+01,1.077534248341111294e+02,5.729057616090915417e+01,6.278278142289620689e+01
1.002758009734827738e+02,1.237547986671938673e+02,5.795412968578374802e+01,6.257035884894690980e+01
1.007758001293037609e+02,1.332259334999251337e+02,5.753580327163322039e+01,5.788904006611161890e+01
1.012757369914873777e+02,1.257424683234014964e+02,5.963271633648694348e+01,5.740787128769250813e+01
1.017757382834300728e+02,1.078995518559755880e+02,5.895857640939490807e+01,5.876073789817237270e+01
1.022758448617167772e+02,1.276895503593778471e+02,5.626189538415771807e+01,5.548315647295930830e+01
1.027758392979488917e+02,1.196450522662676974e+02,5.583373128200904745e+01,5.538689274644044502e+01
1.032757866380438969e+02,1.260159801009134668e+02,5.871445851818600659e+01,5.726305670874977238e+01
1.037758426501072364e+02,1.261024759757003579e+02,5.503056108559726312e+01,5.704423501406448338e+01
1.042757147236046080e+02,1.267813721335679844e+02,5.330593392338161607e+01,5.473060433700582195e+01
1.047757459908240065e+02,1.298856045366842125e+02,5.291689704017132811e+01,5.445738534775604478e+01
1.052759341999560121e+02,1.318311876496776449e+02,5.128758503017990478e+01,5.231885225645285686e+01
1.057760212372568844e+02,1.025546017939895904e+02,5.190034515400768811e+01,5.238897538093942785e+01
1.062757929691506149e+02,1.395833260549345596e+02,5.070197585159554166e+01,5.246627800911864625e+01
1.067760406960661470e+02,1.390320581706765779e+02,5.179791740894250296e+01,5.212068888184959548e+01
1.072758711927793485e+02,1.353303754970883119e+02,4.917494719623315547e+01,4.969608221550392813e+01
1.077759657231346750e+02,1.342535840756821415e+02,4.899289950790749515e+01,5.101832426315129254e+01
1.082759096894260153e+02,1.319205162753876550e+02,5.024626853643403024e+01,5.343557135165823269e+01
1.087256342399977598e+02,1.363296128696108269e+02,4.920919184220823439e+01,5.105425729450557526e+01
1.089757041917207658e+02,1.360298238682368037e+02,4.783821692712745488e+01,4.987332307946650900e+01
1.092256027028758183e+02,1.415239000701920133e+02,5.043387397319629173e+01,5.267233777496642944e+01
1.094756688880127200e+02,1.415239000701920133e+02,5.004476376084979705e+01,5.053351118169868528e+01
1.097259206222971955e+02,1.347426505482237360e+02,4.967025504816347592e+01,1.880379923258250585e+02
1.099756368171389624e+02,1.401088065785427546e+02,5.063528166615326143e+01,5.221074698078113130e+01
1.102256807030561703e+02,1.401088065785427546e+02,1.877044054251828413e+02,1.877044054251828413e+02
1.104756958851180570e+02,1.423974779066477652e+02,4.929021862312727364e+01,5.148047710810315891e+01
1.107258020330174588e+02,1.455850661040291243e+02,5.067288729434881134e+01,5.216358362158436535e+01
1.109756164149540609e+02,1.373980587027922411e+02,4.961453006442351210e+01,5.159003683558925246e+01
1.112255942286534918e+02,1.414794425107490099e+02,5.193940872825124444e+01,5.283046211148953830e+01
1.114757208511170745e+02,1.447207945496008392e+02,5.156869496649598972e+01,5.360723316628862989e+01
1.117256136588310795e+02,1.330529551464952647e+02,4.931424187910865697e+01,5.222700285772555162e+01
1.119757049915284739e+02,1.434266437510675587e+02,5.144177320620787697e+01,5.377031409737994494e+01
1.122256696453618474e+02,1.350542624613915450e+02,5.073879919237197100e+01,5.230298460749659029e+01
1.124757090745808341e+02,1.326747627125880342e+02,5.099473062020070557e+01,5.180450563247998019e+01
1.127257336039814675e+02,1.292041140804134898e+02,4.972872924016971297e+01,5.122317352916012112e+01
1.129758941643227672e+02,1.085180543245742513e+02,5.093601756477168152e+01,5.217951324581096628e+01
1.132260850108376360e+02,1.011005484225417774e+02,5.017294162863635876e+01,5.074667666408927857e+01
1.134759023769026101e+02,9.268482478826886961e+01,5.070371217241859796e+01,5.056562229759214944e+01
1.137263386096694404e+02,9.132461027838797918e+01,4.913460832400060951e+01,4.933762607045973425e+01
