# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
2.678849992057496010e+01,1.007764328316950184e+02,4.960088461092132661e+01,4.159222720775672855e+01
2.778834939321126285e+01,9.274826765842213661e+01,5.137714350694331245e+01,4.416468376134739771e+01
2.878833774891644026e+01,8.075132490684127617e+01,5.029596923469731706e+01,4.376270531241751627e+01
2.978834517188995434e+01,7.467432068422006353e+01,5.267317156567396808e+01,4.376517781020015008e+01
3.078855316388834851e+01,8.092464256017292712e+01,4.996957332863350132e+01,4.399103798434579460e+01
3.178845571723099894e+01,8.419069208941463955e+01,5.106988583698186090e+01,4.682206392816409135e+01
3.278835719638777846e+01,8.224211783723082192e+01,4.999874598573598661e+01,4.599579398767903626e+01
3.378878406066184681e+01,8.246472098861060829e+01,4.911219789606489883e+01,4.722369136603031592e+01
3.478874274460532945e+01,1.038180770038581926e+02,5.136593982162304428e+01,4.949343507742760551e+01
3.578886108938808519e+01,9.829874277128436688e+01,5.100517547126047901e+01,5.161629544605408881e+01
3.678896697462606369e+01,8.946239094366079314e+01,5.204245023073959686e+01,4.989905339482642432e+01
3.778902239882973646e+01,9.943205720077915544e+01,5.377033483068875341e+01,5.458862377975260216e+01
3.878842194817483602e+01,8.872963076851480935e+01,5.450556519040154058e+01,5.320840275868206248e+01
3.978969723984624096e+01,7.200137314132396682e+01,5.531821257564625682e+01,5.507635460266857308e+01
4.078837596519482389e+01,7.834948722600647386e+01,5.530567362515651553e+01,5.714151970853695417e+01
4.178854199872353803e+01,7.284326209911361616e+01,5.567977611709871155e+01,5.534597318622565609e+01
4.278916255841694039e+01,8.223410483160084539e+01,5.782637860057663914e+01,5.645393681523908214e+01
4.378879882960816872e+01,8.448152577161521037e+01,5.719651112957548378e+01,5.843849481054264317e+01
4.478872459698543906e+01,9.393489677341845834e+01,5.654759355176142321e+01,5.784455757639988605e+01
4.578856063227500073e+01,9.450249513751337815e+01,5.407408848613305707e+01,5.700734612172099247e+01
4.678871971028848975e+01,8.997620922523088893e+01,5.386870967689173284e+01,5.673713944882095461e+01
4.778989278640149507e+01,6.947850154621130514e+01,5.635250921640441391e+01,6.159631524662666635e+01
4.878881131289749362e+01,8.047608137435231868e+01,5.486136848478485462e+01,5.923453997263685977e+01
4.978898293038729861e+01,7.136787581993441165e+01,5.657271592464692844e+01,6.296257729250774560e+01
5.078866552335384199e+01,7.697284877413466120e+01,5.440263234568424622e+01,6.024006236610844667e+01
5.178844310320582878e+01,9.455239073127162897e+01,5.197467489514765049e+01,5.530039590783941605e+01
5.278973042622114775e+01,8.056943490716538747e+01,4.769996903581979808e+01,5.278573232232053414e+01
5.378921518346239594e+01,7.592624128756557411e+01,5.078070410141044988e+01,5.420196429715180386e+01
5.478906430995708376e+01,6.450814849153582031e+01,5.210977668278554376e+01,5.727392489623129990e+01
5.578876841315774016e+01,6.569169802879532938e+01,5.176240294013611276e+01,5.367654247416714242e+01
5.678878704887529949e+01,6.447275372878480937e+01,5.211289421631965268e+01,5.458604759738972234e+01
5.778865195050790504e+01,6.973437775041348630e+01,5.396592012502252800e+01,5.814810281547389792e+01
5.878849478802093387e+01,6.519797083580702690e+01,5.136226504302212703e+01,5.450358062144755422e+01
5.978838196267488314e+01,7.015269392313319941e+01,5.354051389557928786e+01,5.873070030488695892e+01
6.078874057666315167e+01,6.999352859029482943e+01,5.269722172017433337e+01,5.989724133464052613e+01
6.178893169722113043e+01,7.268829307421528085e+01,5.256436215747973506e+01,5.978905759710534085e+01
6.278852368634106540e+01,7.535315828546966088e+01,5.275468686156173703e+01,5.856777936744923352e+01
6.378875611531646683e+01,9.393408673887644511e+01,5.452753540589974790e+01,5.916661640361899543e+01
6.478864687986472859e+01,7.370232394977170998e+01,5.606616378121783839e+01,6.270978025972383563e+01
6.578907240468367945e+01,6.208045646337892975e+01,5.395758391789490105e+01,6.220612821384038682e+01
6.678872910284299280e+01,6.532316315748559532e+01,5.685352420992050781e+01,6.192946642395081369e+01
6.778866328335344349e+01,6.329305755024560654e+01,5.845671062171852839e+01,6.064945683340867078e+01
6.878852245554445233e+01,5.847544445523320178e+01,5.966392470953154259e+01,6.391864328654121152e+01
6.978836021878719009e+01,6.135125572874482458e+01,5.965424264156474976e+01,6.638080410620995053e+01
7.078867675623946809e+01,6.563229606934746130e+01,6.051916368234451937e+01,6.331503936353703210e+01
7.178883622201281867e+01,7.158733301739860622e+01,5.899005110768543148e+01,6.215570599079568836e+01
7.278859445032254882e+01,7.164167465643824073e+01,6.093363330307107617e+01,6.007916083572673926e+01
7.378847932895313022e+01,9.396530754532794560e+01,6.094988205545828919e+01,6.115127419932497332e+01
7.478900234214262355e+01,8.322259180872725892e+01,6.126267385948164446e+01,6.082539047540272037e+01
7.578851787025607223e+01,6.405302983941163575e+01,6.228895010585196701e+01,6.198747590141034891e+01
