# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
3.833088201147955232e+01,5.692479493840068727e+01,5.646396844767708956e+01,4.899085521190065862e+01
3.933059386352331188e+01,5.621115353675705961e+01,5.106755191526511339e+01,4.685962093385891336e+01
4.033057222161073696e+01,6.022209766768655470e+01,4.885150809439495134e+01,4.834695037730182321e+01
4.133080873182758097e+01,6.004202988699465493e+01,4.804164666597787914e+01,6.092214267198251321e+01
4.233030136798702614e+01,6.695382434324150722e+01,4.956143485852495445e+01,6.001058157546947314e+01
4.333022506300158483e+01,6.298686837203479172e+01,5.182120930497270450e+01,6.023150322348730867e+01
4.433085026183125166e+01,6.795259015593013885e+01,5.420467680750989103e+01,5.661788116423542050e+01
4.533011011466042817e+01,6.970545025581047582e+01,5.488189607379221258e+01,5.162609143549001800e+01
4.633174080869207501e+01,7.462816749836815688e+01,5.965549334014052363e+01,5.548701840051799650e+01
4.733036537039635760e+01,6.159668684457223264e+01,5.619388196097784061e+01,5.863190946706432527e+01
4.833070587382446348e+01,6.361400833850317582e+01,5.867231345051537517e+01,6.179069216640623807e+01
4.933091074361028916e+01,6.674467778736848800e+01,5.388545788777418011e+01,5.821848700083467065e+01
5.033030113538348616e+01,5.745131582022203531e+01,5.385041939606858108e+01,6.198893478296592008e+01
5.133005421792987022e+01,5.949790490207045224e+01,4.939373224670659823e+01,5.625782502363471593e+01
5.233020714664287709e+01,5.651631870756383336e+01,4.864399988664786179e+01,5.385288497731187363e+01
5.333046988603619099e+01,6.121716651254975261e+01,4.928711411517225827e+01,5.432594034032709374e+01
5.433018270407092842e+01,7.366415772635411940e+01,4.858252942568079646e+01,5.453947303202664898e+01
5.533038878915190395e+01,6.286361821305898445e+01,4.621533841104567841e+01,5.219573306188151207e+01
5.633164141620642340e+01,5.000868763383725479e+01,4.402312180945356346e+01,4.943331416294790159e+01
5.733074999012786321e+01,5.948844823006755433e+01,4.424883171035107665e+01,4.937935945714989572e+01
5.833043850189273627e+01,4.800961614430892865e+01,4.621010397756611354e+01,5.242950394876361031e+01
5.933049879270006244e+01,4.732785450352968581e+01,4.680630858920344650e+01,5.181821138419652328e+01
6.033024045602747520e+01,5.313715963762695793e+01,4.609585206005285585e+01,4.963412586611990918e+01
6.133058989007633244e+01,4.825956409819249870e+01,4.731125786054856519e+01,4.983392460664639856e+01
6.233026199687152769e+01,5.188266619616890551e+01,4.347662643687176143e+01,5.452131705683046192e+01
6.333033246326211696e+01,5.845699055693514623e+01,4.377081470481318348e+01,5.575951620320861934e+01
6.433005274722177091e+01,6.386997814905038950e+01,4.125680373658481415e+01,5.505005620628249829e+01
6.533041253092100931e+01,6.658700594462167999e+01,4.228998987613991289e+01,5.462001704626674581e+01
6.633011491642591295e+01,7.691779887711601305e+01,4.193351009369016680e+01,5.361572012263324893e+01
6.733004512690526155e+01,8.602645348652474411e+01,4.230843048991414435e+01,5.150533035143958216e+01
6.833025585799293822e+01,9.447453257527126880e+01,4.294147631184947755e+01,4.871868464237970642e+01
6.933023268372714654e+01,9.761474680962066941e+01,4.462921650594827128e+01,5.054090237411885767e+01
7.033018687718472961e+01,9.897880220500231019e+01,4.327007640695637036e+01,5.017798284771980377e+01
7.133024113375206809e+01,9.881752381175785160e+01,4.477944837846764869e+01,5.358123771761153620e+01
7.233006970086837839e+01,6.684367587275941958e+01,4.531820591946239318e+01,5.084544138855975604e+01
7.333018113804561722e+01,6.526220244887682043e+01,4.553459101778406648e+01,4.868419195682989908e+01
7.433038589325823864e+01,6.434493474975238314e+01,4.817655444712082158e+01,5.498794222080836391e+01
7.533023628152484719e+01,6.338526565938417434e+01,4.632140270790704761e+01,5.238346121598907956e+01
7.633019993794133029e+01,6.534122489404778378e+01,4.701834940651526296e+01,5.360552004987336261e+01
7.733005802456972333e+01,1.037913970091175031e+02,4.658582472217239001e+01,4.999367145640655252e+01
7.833016829029907058e+01,6.750499092012245228e+01,5.027140228320313753e+01,5.572035540459980041e+01
7.933010386760672361e+01,7.603615628816611149e+01,4.962210495488982787e+01,6.209051971310404383e+01
8.033167290713005571e+01,8.057145736677560421e+01,5.048495121930165652e+01,5.991695997511980210e+01
8.133156419110063950e+01,7.514703491230392274e+01,5.144236811881472704e+01,5.915059469581038343e+01
8.233040607676711886e+01,9.226805031907780119e+01,5.225044362588440094e+01,6.199225162844688697e+01
8.333129931004702939e+01,9.647539872321691234e+01,4.850515149316589003e+01,5.284376138440251935e+01
8.433046414862481299e+01,1.294285749773437715e+02,4.965660363365111607e+01,5.367750795111611950e+01
8.533060003187851805e+01,1.358223984008836567e+02,4.823027393821148223e+01,5.156195434891546370e+01
8.633043504386880329e+01,8.091142250496292831e+01,4.770681140469002912e+01,4.990386641347434704e+01
8.733048532159024546e+01,1.091710651551379243e+02,4.716245315944985350e+01,4.904324316956648033e+01
8.833073012537344937e+01,1.188549238207733652e+02,4.763340557415275356e+01,4.936307483036633670e+01
8.933028409845725548e+01,1.361409872701120207e+02,4.854578911447087819e+01,4.859072390182295464e+01
9.033007003411481151e+01,8.412490634722099969e+01,5.809970494032283028e+01,4.886783297315496100e+01
9.133010367623897707e+01,1.554491645484731919e+02,7.503241490086379883e+01,5.986321768297672463e+01
9.233019487116344237e+01,1.647155938974770208e+02,7.332292559224829631e+01,6.948075922507153734e+01
9.333018345794494053e+01,1.627058384241303486e+02,6.506592413188923274e+01,6.355283772692341415e+01
9.433034308868111850e+01,1.598695700024674977e+02,6.175903278256161144e+01,6.049719206347089795e+01
9.533012056277952695e+01,1.618900875249969147e+02,7.022861418601731032e+01,6.542259194990589322e+01
9.633036088045288636e+01,1.670459527076906738e+02,6.774242059393060345e+01,6.545181388015694779e+01
9.733021004708460566e+01,1.698268634004006117e+02,6.963907510608387952e+01,6.547854741375644494e+01
9.833050846054463534e+01,1.688372549708423378e+02,7.129886479253521259e+01,6.958730202542601262e+01
9.933023045803629714e+01,1.651011967866291172e+02,8.046788547479546594e+01,7.031302685494361526e+01
1.003302980839890211e+02,1.787713638737381814e+02,1.011293769259036139e+02,9.947872242941267018e+01
1.013300498486854906e+02,2.057872785929360191e+02,1.028409511164844332e+02,1.077793056363248780e+02
1.023303776562431864e+02,2.029723243653694738e+02,8.632634458764788121e+01,8.146320611406721923e+01
1.033300742141663733e+02,2.053899901271463477e+02,7.216837335873016457e+01,7.410310865488287391e+01
1.039300626689781950e+02,1.803563089013958631e+02,8.310495265498941819e+01,8.396886341787242714e+01
1.044301485409489629e+02,1.608926433428712244e+02,1.076284050135875248e+02,1.058061008468033890e+02
1.049300700879857686e+02,1.645047770380537315e+02,1.041497319357666242e+02,1.062255979725207879e+02
1.054307824985130253e+02,1.675924482703663614e+02,1.013385751194014972e+02,9.921833418261363136e+01
