# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
5.906868205466584953e+01,1.034960389588415808e+02,7.424011998582065530e+01,7.561348708711143729e+01
6.006876314312152942e+01,7.674503327848113088e+01,6.021503142123495422e+01,7.862132065897840505e+01
6.106956341239130381e+01,7.152817103498779261e+01,5.625655596694542027e+01,7.951236746460519100e+01
6.206916778415925506e+01,7.516560134567650664e+01,5.284192409912285626e+01,7.568568616579599961e+01
6.306869755111076614e+01,5.272650518388284269e+01,5.415271619368214573e+01,6.131062786272563869e+01
6.406855000329677807e+01,5.978944743081090962e+01,4.975340151452731163e+01,7.358069796341959545e+01
6.506869652611491972e+01,6.210884630172104437e+01,5.178515622531969598e+01,7.662982687835008733e+01
6.606865349780494512e+01,6.397604399551504883e+01,5.463975336716286790e+01,7.338819405432683141e+01
6.706891639702755015e+01,6.489076120648338986e+01,7.224491676435543752e+01,6.982413405596960843e+01
6.806897881585102539e+01,7.280396167301901755e+01,6.084955024571647186e+01,7.784240282614922535e+01
6.906864816993186196e+01,4.986292527263258023e+01,5.121606689109310651e+01,7.000528997982475232e+01
7.006991233532345120e+01,5.583174554170410175e+01,6.013616032590492466e+01,7.671270792231140945e+01
7.106931838710171689e+01,5.745204976128159302e+01,5.819037520667546204e+01,8.175938816224213213e+01
7.206946251171321194e+01,5.771097145058190137e+01,6.792381847983136822e+01,6.690045174284178131e+01
7.306869280080188389e+01,5.139634362047311811e+01,7.225308568676531706e+01,7.350187204709511946e+01
7.406877845900918089e+01,6.257464589195849669e+01,5.463757662944816929e+01,6.619452732286687535e+01
7.506884791037008142e+01,7.063540037661961435e+01,6.305898163802039846e+01,6.953455803139165425e+01
7.606943379125466720e+01,6.046658569300313957e+01,6.565949741985862431e+01,6.773371391806058739e+01
7.706869558876934434e+01,6.182016388333825319e+01,6.633762621250154723e+01,6.943090402458548738e+01
7.806857432169869071e+01,6.743138298308021206e+01,6.586878872012729857e+01,6.704883098021024068e+01
7.906867927158282328e+01,6.010330280824903326e+01,6.801330996237200566e+01,6.719544226982569057e+01
8.006895116049552996e+01,6.520643741989397313e+01,6.609617267078867542e+01,6.730892165742703526e+01
8.106899669355873073e+01,5.804375838867149184e+01,6.960035531103451945e+01,6.867160864926873387e+01
8.206865956905511439e+01,5.529542042043502192e+01,6.963328983348336010e+01,6.754946074298320013e+01
8.306855342020452326e+01,5.309547425838979962e+01,8.894683640519660628e+01,7.704245398756148688e+01
8.406935575898077673e+01,5.011647455597000089e+01,7.788643442470285549e+01,7.425932001650991765e+01
8.506901121428116141e+01,5.407207619590541725e+01,6.838444427740600418e+01,7.271087227249073237e+01
8.606982537373369269e+01,5.514714815725248798e+01,6.777792159407781014e+01,7.221078648843457870e+01
8.706890263535979102e+01,5.699527558972094710e+01,7.086161931331496078e+01,8.770483311978934182e+01
8.806879792822476816e+01,5.940933640343818922e+01,6.692344117528891445e+01,7.938209754855066080e+01
8.906849875705491115e+01,5.582196704338677051e+01,6.251995550744827312e+01,7.873458229406922726e+01
9.006878836112070985e+01,5.283179828781575793e+01,4.990328384800996275e+01,7.730728008190594380e+01
9.106881216783020250e+01,5.910233678330385487e+01,4.974974844857843692e+01,6.575451706013734565e+01
9.206904966035047266e+01,5.963063083278230891e+01,5.138895783588655775e+01,6.938990096790169559e+01
