# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
2.466190312132509987e+01,4.113666134863704826e+01,3.954262782912757501e+01,3.528783362562417381e+01
2.566135852913133419e+01,4.974374100915328967e+01,4.478939894758587315e+01,3.873205822624660044e+01
2.666160131896017305e+01,4.977144854554108377e+01,4.017282064889847959e+01,3.628935470285284737e+01
2.766149449901661228e+01,4.556108797458928450e+01,3.976111676378909721e+01,3.581336170747346159e+01
2.866141063587162208e+01,3.813300984381878322e+01,4.092231505673844794e+01,3.487255046730112440e+01
2.966131092263630720e+01,3.921120093946073837e+01,4.587139030936130268e+01,3.852980282097397691e+01
3.066132617818152184e+01,3.735444950189060620e+01,4.241815380336529273e+01,3.589139778459550456e+01
3.166168107983793334e+01,4.251849683690744541e+01,4.574884723014636734e+01,3.578353146452464983e+01
3.266252817774169870e+01,5.390831658730621712e+01,5.335723546378218174e+01,3.992392440372571372e+01
3.366209087541038514e+01,4.606091353841327418e+01,4.527431438450474843e+01,4.081560446587827329e+01
3.466246104947603612e+01,4.552056901927202404e+01,4.213865031410712447e+01,3.985235535660179096e+01
3.566159818052265251e+01,5.495580074110100810e+01,4.053406008720414633e+01,4.201424454602631897e+01
3.666138312696291024e+01,6.200687041646043696e+01,3.909690724993395605e+01,4.326372887536234657e+01
3.766222297340164005e+01,6.511837407481436912e+01,3.962577687453553921e+01,4.285824147322475142e+01
3.866170556040059125e+01,7.306026033712375067e+01,4.389856171003665253e+01,4.677155927712494332e+01
3.966134242197163928e+01,5.640521895457668933e+01,4.174185847043002440e+01,4.505786314481311194e+01
4.066161395622223296e+01,5.667872442593907323e+01,4.237420443675908643e+01,4.455158792536466450e+01
4.166167632074802185e+01,6.530970006524090365e+01,4.279224316019690377e+01,4.884923385491034509e+01
4.266176056171083530e+01,5.686946462207750841e+01,4.482972472569751687e+01,4.639067620812853932e+01
4.366152340202246762e+01,7.859410669413760786e+01,4.614831887763891416e+01,4.725867117892438074e+01
4.466241737807656875e+01,6.158207686226333522e+01,4.418344269461878326e+01,4.541481695483506797e+01
4.566150241111591868e+01,6.404640994663760978e+01,4.670941234265993813e+01,4.758442017860642181e+01
4.666156709898278621e+01,6.664942626005932880e+01,4.296848061841358657e+01,4.060032534723874420e+01
4.766184182098044175e+01,4.748796247646768620e+01,4.125012451145099135e+01,4.456815402190382258e+01
4.866157172020170663e+01,4.381896816935931582e+01,4.043344846219496702e+01,4.924138855276414972e+01
4.966130025461862374e+01,4.272091296859966292e+01,3.967775360446865562e+01,5.370661778699989952e+01
5.066232732264460736e+01,5.346310780341379143e+01,3.913986844019894562e+01,4.799473232274443291e+01
5.166149507446564115e+01,4.921329432326065501e+01,4.037986035370355609e+01,4.913129630333815356e+01
5.266274507323594634e+01,5.376821811190848166e+01,4.095186442434332719e+01,5.475398078400720436e+01
5.366185855108043512e+01,6.337579656608030376e+01,4.190106654936626995e+01,4.171656373443929766e+01
5.466160369469363189e+01,7.187009154714077397e+01,4.140579750178783058e+01,4.119635067289347319e+01
5.566174411546001011e+01,6.418451467391285803e+01,4.284070906879048835e+01,4.378978094303794677e+01
5.666158800367687576e+01,5.983539212031911347e+01,4.281420334630007574e+01,4.726817926782462109e+01
5.766170155527894536e+01,6.922099766102707008e+01,6.191708853503474330e+01,5.131788419216584174e+01
5.866177024345699920e+01,6.065999229625526112e+01,5.416958687490711100e+01,4.913345498530971156e+01
5.966381418332074560e+01,4.636148087257039663e+01,5.439984299349740127e+01,6.069564588210706546e+01
6.066268727323724619e+01,5.522437350740421635e+01,5.726309638927364887e+01,5.726079591550561076e+01
6.166182739451073758e+01,7.142415689816799329e+01,5.222449970364704797e+01,5.357308553709879106e+01
6.266219946447407807e+01,7.476445048612809785e+01,5.443511320530594588e+01,4.404637889164286690e+01
6.366166148661858415e+01,8.080456826542155113e+01,5.791542118537407191e+01,4.276619879566514015e+01
6.466131861830045580e+01,6.306801929916998262e+01,5.573896452393216094e+01,4.418160584090988863e+01
6.566157392366524448e+01,5.678575471634785288e+01,5.093293256127700630e+01,4.633464830347325147e+01
6.666145783281172044e+01,5.839953280929143631e+01,4.876766744539904863e+01,4.726514595012490361e+01
6.766161655281953813e+01,5.816951301905846350e+01,4.811567237134261887e+01,4.653019858347523297e+01
6.866168297611793037e+01,5.240280315693059521e+01,4.741879421289855401e+01,4.666533922234173559e+01
6.966144011767333666e+01,5.235540227812376202e+01,4.390214688020791556e+01,4.139323286344524888e+01
7.066194402714356215e+01,5.423259033634866455e+01,4.257045961087763430e+01,4.484079809681099960e+01
7.166178943369777699e+01,5.527225204731119845e+01,4.244206704965320398e+01,4.798395432432027974e+01
7.266156639746853330e+01,5.795068169384843060e+01,4.165798639270393977e+01,4.630294493583323145e+01
7.366160414264679446e+01,5.873346295035264575e+01,4.190608287141517962e+01,4.855935425600199551e+01
7.466144674879406296e+01,5.259004205397186382e+01,4.061205001002263515e+01,4.909491630990645206e+01
7.566157559793745691e+01,5.255036724494863165e+01,4.124542034447047456e+01,4.978979257146450266e+01
7.666148608296651901e+01,6.312214038439014274e+01,4.126438166205476676e+01,4.992407903219364584e+01
7.766133601145912735e+01,5.905133753432737365e+01,4.132865129622324929e+01,4.767424144132369435e+01
7.866141473489275882e+01,5.987839981673118217e+01,4.445448862460964534e+01,5.040061703586900421e+01
7.966143711707240982e+01,5.769857116493265181e+01,4.495291441869721893e+01,5.014192950946442551e+01
8.066168693508677734e+01,5.531098174067125939e+01,4.192922194903453459e+01,5.280606426580758495e+01
8.166134141751609832e+01,5.792189977712732940e+01,4.193412425555631273e+01,5.188520502781749144e+01
8.266147873567767590e+01,5.751969058265778045e+01,4.165807734593197864e+01,6.025783011651315491e+01
8.366131014685042544e+01,5.482233833541447865e+01,4.521594018209775356e+01,5.620217297356640529e+01
8.466196708883471445e+01,6.242913696544069069e+01,4.834248203621700668e+01,6.346645830858931703e+01
8.566137225358376384e+01,7.655198592422046033e+01,5.087656958120300743e+01,6.921762783679075426e+01
8.666163101424697857e+01,5.701545500402868072e+01,4.663378259370755785e+01,7.603936821676639113e+01
8.766185507099339702e+01,8.019882711580585521e+01,4.944310408051101291e+01,7.024581009126349329e+01
8.866148000214452907e+01,8.955791878892584634e+01,4.956647704280567979e+01,6.981234231703932380e+01
8.966236508248972825e+01,8.897135825417974786e+01,5.045936111175483063e+01,7.778799039653800662e+01
9.066271515137358961e+01,8.251208113609388306e+01,5.096683229484445121e+01,7.111493504466587012e+01
9.166271793745917762e+01,6.858689364752316919e+01,6.341166064991514872e+01,7.133265669589850688e+01
9.266155887418533155e+01,7.891410273790427254e+01,6.532614640527627614e+01,7.653865780627273807e+01
9.366137672414566850e+01,9.417689217041184691e+01,6.516385874732058880e+01,7.101132457294248468e+01
9.466199781071077268e+01,8.277799919153419239e+01,6.164661541077260409e+01,6.840036009626525981e+01
9.566259916437138600e+01,7.600907563246292398e+01,6.614143033961002516e+01,6.967028411871069693e+01
9.666185809117294525e+01,7.685347285768401093e+01,6.144770724223535296e+01,7.942108709897068763e+01
9.766199919656570216e+01,8.653996392252631153e+01,6.835087082065992092e+01,7.668911545358581350e+01
9.866222663888333955e+01,7.123173451147010837e+01,6.479368119133243908e+01,7.404415227511408659e+01
9.966156585504867849e+01,7.957705675781512866e+01,6.753128841839782126e+01,7.003834712045848221e+01
1.006620108890198111e+02,8.805675863021012617e+01,6.791711540397561464e+01,6.916798067845459741e+01
1.016614508393975171e+02,1.000521909433700358e+02,6.841813854401608808e+01,6.478810169832179611e+01
1.026615676370778090e+02,9.879784010668984706e+01,7.081829242820887771e+01,6.476597886154117134e+01
1.036617323409504650e+02,8.510988533031793679e+01,7.207729340002886431e+01,6.371543947379973361e+01
1.046624139911830156e+02,7.077890467315641843e+01,7.915134882715342712e+01,7.124179039504777222e+01
1.056614457850135125e+02,6.892517622778913733e+01,7.971109954337298120e+01,6.773204886365961386e+01
1.066616894202581420e+02,9.188037117309963264e+01,7.635198819657537683e+01,6.639514739085848305e+01
1.076620337169821511e+02,6.401162003076858298e+01,7.352095889758356861e+01,6.401052006915077186e+01
1.086618920084402191e+02,8.733864422749481093e+01,6.994259355796526734e+01,6.570586770263420817e+01
1.096622866581676732e+02,7.516453522415594080e+01,6.912202425164714725e+01,6.346504337943825647e+01
1.106624006472099921e+02,9.657733625946416112e+01,6.947988508098453053e+01,6.827416924430458778e+01
1.116621956115849912e+02,9.079251956067730589e+01,6.550057561986868393e+01,6.485006187830519764e+01
1.126622900572869952e+02,6.867866229113072052e+01,6.504366679207467428e+01,6.483093459726765673e+01
1.136615688629850069e+02,5.675989388495389676e+01,6.718000754867418323e+01,6.406450393501945939e+01
1.146617522155263629e+02,5.605617933149937926e+01,6.676180852374525898e+01,6.382532659496357041e+01
1.156613821079812254e+02,5.803542593153214568e+01,6.671243180335062561e+01,6.230634203024545315e+01
