# sink age [kyr],T_bol face on [K],T_bol edge on A [K],T_bol edge on B [K]
8.674187055300326676e+01,5.065465082910795758e+01,4.033443086726234128e+01,4.749663849680250394e+01
8.774156588261894285e+01,9.052559178388304417e+01,4.036951136929695849e+01,5.337790054325801492e+01
8.874157767711463407e+01,8.919620942045656875e+01,4.134103634848985109e+01,5.127059939724448867e+01
8.974156276256962883e+01,9.091051549305139190e+01,4.275438447529430164e+01,5.390273866229348698e+01
9.074146354838654815e+01,5.361860889782366257e+01,4.543587369184263736e+01,5.421180967335670431e+01
9.174169078275289735e+01,6.508519098505270506e+01,4.606100173976894041e+01,5.407401480055483489e+01
9.274170196351700213e+01,5.383179842782133306e+01,4.264892191378749686e+01,5.285773731679149989e+01
9.374220748603428888e+01,5.090307908183955732e+01,4.029495296520013881e+01,4.872542648395382514e+01
9.474180272208160147e+01,5.210327619184294434e+01,4.185290996589038315e+01,5.276536552403537428e+01
9.574218154124447722e+01,5.734262278627642218e+01,3.844208393842421856e+01,5.504838660277302864e+01
9.674160064191966057e+01,5.982624131035810677e+01,4.086920529349062292e+01,5.222781904573013634e+01
9.774219371711535587e+01,5.743243096649766954e+01,4.275972300834529705e+01,5.309212222490423727e+01
9.874162110562991757e+01,5.534920610748240932e+01,4.182544460038082690e+01,5.043783360627802637e+01
9.974223195513006601e+01,6.415691531528301539e+01,4.225264778877083671e+01,5.356512276586512655e+01
1.007437505219576934e+02,6.611078238474340196e+01,3.961242385834037094e+01,5.258762403513497929e+01
1.017414003328395040e+02,6.103847445291457063e+01,4.063630731899128534e+01,5.287870263988993713e+01
1.027418288554746368e+02,5.827667148278566600e+01,4.092992088731819678e+01,5.875283797591404067e+01
1.037418357604057206e+02,5.452013569724537945e+01,4.185905251209813827e+01,6.147689572748620179e+01
1.047416053374883376e+02,1.057613538187875406e+02,4.053206820929464982e+01,6.103657197055236594e+01
1.057418154756149562e+02,8.370155361882551404e+01,5.306992778179868964e+01,5.917697838877368355e+01
1.067419245597306912e+02,7.328179046903613880e+01,5.103205634724627515e+01,5.991926144361300288e+01
1.077416659864188659e+02,4.660711608258649363e+01,4.816847045503799052e+01,5.814728853040897860e+01
1.087417643977614574e+02,4.693090651479072761e+01,5.082380840562984048e+01,5.973588878322999562e+01
1.097415821087498671e+02,5.051182704501147214e+01,5.314061563667156207e+01,5.394771120020163835e+01
1.107427080190902302e+02,5.578910898647558270e+01,5.708514412849641673e+01,6.031762808058306291e+01
1.117423788153546553e+02,6.166713101493349569e+01,5.941766841412122346e+01,5.739538854010755387e+01
1.127413789445773489e+02,6.501931737488064300e+01,5.090663583285223837e+01,5.439950417003562677e+01
1.137423599216582346e+02,5.684892773491279172e+01,6.173292467319974008e+01,6.024132217642532794e+01
1.147425077933831972e+02,6.028319692865756707e+01,5.887956762162328062e+01,6.251638808968217376e+01
1.157418151727745510e+02,6.123163347154372360e+01,4.412972102797190388e+01,5.870004949763684721e+01
1.167417877608105101e+02,6.384395609523311066e+01,4.412056300088895711e+01,5.454069995262044301e+01
1.177421197602169087e+02,6.789722437738815586e+01,5.426160703518905137e+01,6.261251172266218390e+01
1.187428793695534921e+02,7.159481600882759267e+01,5.217963889287224077e+01,6.061881224966140280e+01
1.197424181701581745e+02,8.052092368825786650e+01,4.718059860176943943e+01,5.020159448200460162e+01
1.207422639162199687e+02,7.069293048533695867e+01,5.158760709726488614e+01,5.127697771449157926e+01
1.217419727726572631e+02,6.960644565355177349e+01,5.465693893380744584e+01,5.235501959262977323e+01
1.227424755583963361e+02,7.863845435008776974e+01,5.061761854318224607e+01,5.003423636398355256e+01
1.237422944820359447e+02,8.351536423736141046e+01,4.731703057493818676e+01,4.840053011479478329e+01
1.247413943169899397e+02,1.016086923779990343e+02,4.468207623012175844e+01,4.831332371272617365e+01
1.257414016260029967e+02,8.996168862499469299e+01,4.436504703562440710e+01,4.667361655065273851e+01
1.267415197175349277e+02,8.136420081621292866e+01,4.681398563710336447e+01,4.748341929668204386e+01
1.277416350247456194e+02,7.133228429031616713e+01,4.503257115607442529e+01,4.878485605307811568e+01
1.287418726181561226e+02,6.701372791374946303e+01,4.488297027068254863e+01,5.277324239228970271e+01
1.297419610641584882e+02,7.275960774285874777e+01,4.778365214107909509e+01,5.196847578864947792e+01
1.307417658424394631e+02,9.808289139079423080e+01,4.769090967340218157e+01,5.176540014607383000e+01
1.317418163332312702e+02,9.650118841191761021e+01,4.605657945698636979e+01,5.140298899838809632e+01
1.327419422202036685e+02,9.433143174700528277e+01,4.783873475786601404e+01,5.262703840481623274e+01
1.337414520656514298e+02,9.827639062749791776e+01,4.771588284509536493e+01,5.370627711734356780e+01
1.347417310026517328e+02,9.760123923656323086e+01,4.356344397404262736e+01,5.185922932889990022e+01
1.357416736524216105e+02,8.994507051230232264e+01,4.391560515145832966e+01,5.321443756846367990e+01
1.367414639551480775e+02,1.021628692132052976e+02,4.696125411796611360e+01,5.639747092193175604e+01
1.377414206809256996e+02,1.026321931216982790e+02,4.832605455149008833e+01,5.902189360316380373e+01
1.387414987037823551e+02,8.215126416986373670e+01,4.675294848144382343e+01,5.876362131654073551e+01
1.397415866812055754e+02,5.557056837515575154e+01,4.869579681390347758e+01,5.533176532132834780e+01
1.407415600241740776e+02,5.685633597175516485e+01,5.132997617410696023e+01,5.387385515475923370e+01
1.417414223023279192e+02,7.711207149926212878e+01,5.222598795403571614e+01,5.225315920005844106e+01
1.427413457190512247e+02,8.640328895336317316e+01,4.910271430111075830e+01,5.256068591503659349e+01
1.437421973022108830e+02,9.490256904139859273e+01,4.932382820948554780e+01,5.802140232172810386e+01
1.447415432892291847e+02,8.584508283083395952e+01,5.233695492781274083e+01,6.073282093047809838e+01
1.457418097840634630e+02,8.909885531603352149e+01,5.342846909160502378e+01,6.299166133343739915e+01
1.467416939788733714e+02,7.643848794285236181e+01,5.508931939530778976e+01,7.307395745646719831e+01
1.477414882345609897e+02,6.449205007535175582e+01,5.174598539679761444e+01,7.370325249480914920e+01
1.487416999764904801e+02,7.960894981220573641e+01,5.299597330282236385e+01,6.661110482567612223e+01
1.497415414349131311e+02,7.293470677815948022e+01,4.658729881307015575e+01,6.088241293022031186e+01
1.507420659852661231e+02,7.349472899515752999e+01,5.695128405404147287e+01,6.721227623489468783e+01
1.517414242443927321e+02,5.649845018515296857e+01,5.313481969498769786e+01,6.882591249687632740e+01
1.527414184673149009e+02,5.066286746224216131e+01,5.019266027167653732e+01,6.755509284972045236e+01
1.537416269196421297e+02,5.734627798898642936e+01,5.232328552466815097e+01,7.173161922442494642e+01
1.547417732123827250e+02,7.195309307583295322e+01,5.211591884642877659e+01,6.926324723111723358e+01
1.557417977693158093e+02,7.202170982867500015e+01,5.154911981954310818e+01,6.750336121880334872e+01
1.567417080591357035e+02,7.035801944915488093e+01,4.906711898446676656e+01,6.138106781773402787e+01
1.577416615526483668e+02,6.053963940627356521e+01,4.875630003084634012e+01,6.233564643373173197e+01
1.587414313346426695e+02,6.546760853439445782e+01,4.883346353745807988e+01,6.110768995856325603e+01
1.597416570945430863e+02,5.658505430119237190e+01,4.764501795067992873e+01,5.852055448492210132e+01
1.607415501362355030e+02,5.603379911178232931e+01,4.684093640949074455e+01,5.685990997487208887e+01
1.617413869085722808e+02,6.001329743118833449e+01,4.747671604055729944e+01,5.943735447972355246e+01
1.627415990719238721e+02,5.539858001391942821e+01,4.824157856494730368e+01,5.662640054406916335e+01
1.637418155994929805e+02,5.544421731476538184e+01,4.651675876138309462e+01,5.320326129760007916e+01
